Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4176757,,None,478.52,0,3.35,10c,CC(C)(C)OC(=O)N1CC2(C1)CN(C(=O)c1cc(Cc3n[nH]c(=O)c4ccccc34)ccc1F)C2,IC50,'=',551.6,nM,6.26,,,UO_0000065,13.08,0.24,2.91,6.55,0,CHEMBL4145211,Binding affinity to PARP1 in human OVCAR8 cells assessed as reduction in [125I]-KX1 binding by gamma counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138313,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL4082728,,None,474.5,0,2.13,11h,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(Cc2ccncc2)C1,IC50,'=',62,nM,7.21,,,UO_0000065,15.19,0.28,5.08,6.38,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL4096060,,None,486.5,0,3.14,P1,O=C(/C=C/c1ccc(CCNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1)NO,IC50,'=',68.15,nM,7.17,,,UO_0000065,14.73,0.27,4.03,5.77,0,CHEMBL4055669,Inhibition of recombinant full length human N-terminal GST-tagged PARP1 expressed in baculovirus infected Sf9 cells using biotinylated substrate after 1 hr by UV/Vis spectrophotometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052667,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL133343,,None,297.31,0,2.35,63,COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1OC,Ki,'=',5.4,nM,8.27,,,UO_0000065,27.81,0.51,5.92,9.16,0,CHEMBL759581,In vitro inhibition against human full length PARP protein,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL433356,,None,403.46,0,0.72,4,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)cc1,EC50,'=',80,nM,7.1,,,UO_0000065,17.59,0.35,6.38,6.44,0,CHEMBL762474,Concentration required to inhibit human recombinant PARP-1 was determined using cell protection assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL3910486,,None,356.4,0,2.3,BDBM214263,O=C1NCCCN1c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',70,nM,7.16,,376470,UO_0000065,20.08,0.38,4.85,9.16,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3963055,,None,388.47,0,2.61,BDBM214316,O=C(NCCc1ccccn1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',20,nM,7.7,,376523,UO_0000065,19.82,0.36,5.09,8.77,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3918321,,None,405.47,0,3.35,BDBM214323,O=C(NCCc1cccc(F)c1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',33,nM,7.48,,376530,UO_0000065,18.45,0.34,4.13,10,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3971286,,None,466.38,0,3.97,BDBM214328,O=C(NCCc1cccc(Br)c1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',44,nM,7.36,,376535,UO_0000065,15.77,0.33,3.39,9.83,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3893660,,None,432.52,0,4.05,BDBM214388,CN(C)c1ccc(Cc2n[nH]c(=O)c3c2CCCC3)cc1NC(=O)OCc1ccccc1,Ki,'=',2490,nM,5.6,,376596,UO_0000065,12.96,0.24,1.55,6.42,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2058678,,None,274.3,0,1.44,BDBM50387917,Nc1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',116,nM,6.94,,376604,UO_0000065,25.28,0.47,5.5,8.28,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3955721,,None,464.52,0,3.48,BDBM214433,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2cccc(F)c2)CC1,Ki,'=',3,nM,8.52,,376657,UO_0000065,18.35,0.34,5.04,12.3,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3920948,,None,462.53,0,4.13,BDBM213905,O=C(CCCC(=O)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)Nc1ccccc1,Ki,'=',0.6,nM,9.22,,376886,UO_0000065,19.94,0.37,5.09,8.87,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1986530,,None,448.5,0,2.13,BDBM213911,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncccn2)CC1,Ki,'=',0.7,nM,9.15,,376892,UO_0000065,20.41,0.38,7.02,9.63,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3237591,,None,592.5,1,3.1,5b,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(/[N+]([O-])=N/Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,IC50,'=',58,nM,7.24,,,UO_0000065,12.21,0.23,4.14,3.56,0,CHEMBL3241059,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly ADP-ribose onto histone proteins measured without activation by GSH by colorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232734,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL4446682,,None,622.66,2,3.59,4,CC(=O)OC[C@H]1O[C@@H](Sc2nnc(-c3cc4ccccc4[nH]3)n2-c2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,IC50,'=',2220,nM,5.65,,,UO_0000065,9.08,0.18,2.06,3.51,0,CHEMBL4363049,Inhibition of recombinant human full length N-terminal GST- tagged PARP1 expressed in baculovirus infected sf9 cells using Colorimetric HRP as substrate incubated for 30 mins by UV/Vis spectrophotometer analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359897,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL521686,OLAPARIB,4,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',1.8,nM,8.74,,,UO_0000065,20.13,0.37,6.39,10.12,0,CHEMBL4363049,Inhibition of recombinant human full length N-terminal GST- tagged PARP1 expressed in baculovirus infected sf9 cells using Colorimetric HRP as substrate incubated for 30 mins by UV/Vis spectrophotometer analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359897,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL53738,,None,240.23,0,3.6,9,O=c1cc(-c2ccc(F)cc2)oc2ccccc12,IC50,'=',10000,nM,5,,,UO_0000065,20.81,0.38,1.4,16.55,0,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331472,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL16751,,None,268.27,0,3.17,5,COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL2341185,Inhibition of human recombinant ARTD1 by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331472,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL606042,,None,377.45,0,2.4,22,CN1CCC[C@H](C(=O)Nc2ccc(-n3cc4cccc(C(N)=O)c4n3)cc2)C1,IC50,'=',20,nM,7.7,,,UO_0000065,20.4,0.38,5.3,8.26,0,CHEMBL1065327,Inhibition of human PARP1 after 3 hrs using [3H]NAD+ by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153247,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL3765008,,None,334.42,0,3.34,18,Cc1cccc2c(=O)[nH]c(-c3ccc(CN4CCOCC4)cc3)cc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3766282,Inhibition of full length human recombinant PARP1 assessed as incorporation of biotinylated-NAD+ onto immobilised pseudo substrate histone preincubated for 10 mins followed by biotinylated-NAD+ addition measured after 1 hr by plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763048,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3764967,,None,333.44,0,2.91,23,Cc1cccc2c(=O)[nH]c(-c3ccc(CN4CCNCC4)cc3)cc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3766282,Inhibition of full length human recombinant PARP1 assessed as incorporation of biotinylated-NAD+ onto immobilised pseudo substrate histone preincubated for 10 mins followed by biotinylated-NAD+ addition measured after 1 hr by plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763048,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL63211,,None,263.3,0,2.45,13,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,Ki,'=',4.1,nM,8.39,,,UO_0000065,31.85,0.57,5.94,17.88,0,CHEMBL761788,Inhibitory activity against human full length Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145995,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL3649768,,None,280.33,0,2.13,BDBM130146,O=c1[nH]c2cc(Cn3ccnc3)ccc2c2c1CCCN2,IC50,'=',540,nM,6.27,,261917,UO_0000065,22.36,0.41,4.14,9.99,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649713,,None,244.29,0,1.92,BDBM130090,COc1ccc2[nH]c(=O)c3c(c2c1)N(C)CCC3,IC50,'>',4000,nM,,,261861,UO_0000065,,,,,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649715,,None,230.27,0,1.62,BDBM130092,CN1CCCc2c1c1cc(O)ccc1[nH]c2=O,IC50,'>',4000,nM,,,261863,UO_0000065,,,,,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649724,,None,328.42,0,1.17,BDBM130101,O=c1[nH]c2ccc(OCCN3CCNCC3)cc2c2c1CCCN2,IC50,'=',1480,nM,5.83,,261872,UO_0000065,17.75,0.33,4.66,8.4,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649727,,None,259.31,0,1.22,BDBM130104,NCCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,'=',1160,nM,5.94,,261875,UO_0000065,22.89,0.43,4.72,7.41,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649784,,None,331.42,0,1.97,BDBM130163,COCCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,IC50,'=',110,nM,6.96,,261934,UO_0000065,21,0.4,4.99,10.45,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL320579,,None,459.53,0,-1.03,36,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,IC50,'=',60,nM,7.22,,,UO_0000065,15.72,0.31,8.25,5.42,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,
CHEMBL133169,,None,238.25,0,2.93,22,O=C(O)c1cccc2[nH]c(-c3ccccc3)nc12,Inhibition,,,,,Potential missing data,No data,,,,,,0,CHEMBL763793,In vitro inhibition against human full length PARP protein; NT means not tested,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132951,1,Scientific Literature,J Med Chem,2000,None,,
CHEMBL3663640,,None,356.47,0,2.41,BDBM167412,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCCCC2)CC1,IC50,'=',26,nM,7.58,,311106,UO_0000065,21.28,0.4,5.18,10.35,0,CHEMBL3887115,PAR Assay: Cellular activity of PARP-1 inhibitors was assessed by measuring the inhibition of the hydrogen peroxide induced PAR formation in HeLa cells (ECACC). Cellular PAR levels were measured by immunocytochemistry,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663647,,None,328.42,0,1.63,BDBM167419,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCC2)CC1,IC50,'=',23,nM,7.64,,311113,UO_0000065,23.26,0.43,6.01,10.43,0,CHEMBL3887115,PAR Assay: Cellular activity of PARP-1 inhibitors was assessed by measuring the inhibition of the hydrogen peroxide induced PAR formation in HeLa cells (ECACC). Cellular PAR levels were measured by immunocytochemistry,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL452100,,None,306.39,0,4.46,6,O=C(/C=C/c1ccccc1)Nc1nc(-c2ccccc2)cs1,IC50,'=',224,nM,6.65,,,UO_0000065,21.7,0.41,2.19,15.84,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL294060,,None,201.23,0,1.09,39,Cc1nc2cccc3c2n1CCNC3=O,IC50,'=',141,nM,6.85,,,UO_0000065,34.04,0.62,5.76,14.6,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL4864275,,None,522.47,2,5.43,9a,O=c1cc(-c2cccc(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,IC50,'=',196.1,nM,6.71,,,UO_0000065,12.84,0.23,1.28,4.15,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4850879,,None,512.5,2,5.78,9g,O=c1cc(-c2cccc(-c3c(O)cc(O)c4c(=O)cc(-c5cccs5)oc34)c2)oc2cc(O)cc(O)c12,IC50,'=',201.9,nM,6.7,,,UO_0000065,13.06,0.25,0.91,4.74,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4852964,,None,506.94,1,4.19,14i,O=C(c1ccc(Cl)cc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,'=',56.2,nM,7.25,,,UO_0000065,14.3,0.28,3.06,6.33,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4864330,,None,464.56,0,4.27,15b,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CCCCC4)CC3)c(O)cc(O)c12,IC50,'=',58.3,nM,7.23,,,UO_0000065,15.57,0.29,2.96,7.43,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL4854276,,None,492.96,0,4.55,15e,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccc(Cl)cc4)CC3)c(O)cc(O)c12,IC50,'=',31.6,nM,7.5,,,UO_0000065,15.21,0.29,2.95,7.7,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL148173,,None,319.41,0,3.18,25,CN(C)Cc1ccc(-c2[nH]c3cccc4c3c2CCNC4=O)cc1,Ki,'=',5,nM,8.3,,,UO_0000065,25.99,0.47,5.12,17.25,0,CHEMBL761787,In vitro inhibitory activity towards human poly(ADP-ribose) polymerase 1 (PARP-1).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136008,1,Scientific Literature,J Med Chem,2002,None,,
CHEMBL320031,,None,196.21,0,2.08,4a,O=c1[nH]c2cccnc2c2ccccc12,IC50,'=',116,nM,6.94,,,UO_0000065,35.35,0.63,4.86,15.16,1,CHEMBL761610,Inhibitory activity against Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145841,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL4089975,,None,544.41,1,3.09,9c,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)cnc2Br)C1,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL4101084,,None,513.86,0,1.33,10b,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1Cl)[C@H]1CCNC1.O=C(O)C(F)(F)F,IC50,'=',174,nM,6.76,,,UO_0000065,16.91,0.33,5.43,6.21,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL323384,,None,392.46,0,3.69,4h,CC(C)(C)OC(=O)N1C[C@H]2C[C@@H]1CN2c1ccc2nc(O)c3ccccc3c2n1,IC50,'=',774,nM,6.11,,,UO_0000065,15.57,0.29,2.42,7.76,0,CHEMBL761610,Inhibitory activity against Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145841,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL188949,,None,271.36,0,2.75,18,Oc1nc(CCCN2CCCCC2)nc2ccccc12,IC50,'=',1100,nM,5.96,,,UO_0000065,21.96,0.41,3.21,12.1,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL365235,,None,363.44,0,4.2,5,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2cccc(F)c12,IC50,'=',16,nM,7.8,,,UO_0000065,21.45,0.39,3.6,15.83,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL186186,,None,379.89,0,4.71,6,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2ccc(Cl)cc12,IC50,'=',27,nM,7.57,,,UO_0000065,19.92,0.38,2.86,15.37,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL3649723,,None,274.32,0,1.91,BDBM130100,COCCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,'=',1520,nM,5.82,,261871,UO_0000065,21.21,0.4,3.91,9.18,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649729,,None,260.29,0,1.26,BDBM130106,O=c1[nH]c2ccc(OCCO)cc2c2c1CCCN2,IC50,'=',1080,nM,5.97,,261877,UO_0000065,22.92,0.43,4.71,8.02,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
